SSN,NIF,Name,Phone,Address,Birthdate
293567056,118942265,Ivo Rocha,997150520,Rio Maior Av Gonçalves 968 0674-119,1950-09-26
903589294,366660908,Andreia Costa,929637807,Agualva-Cacém Praça Bryan Batista 75 8430-931,1951-02-20
384281659,615950183,Ana Neves,994203265,São Salvador de Lordelo Alameda William Carneiro S/N 5462-313,1983-07-05
884846835,316636843,Erika Domingues,972720801,Seixal Alameda Teresa Pacheco 789 8520-361,1976-07-11
888730791,930434476,Letícia Rocha,952004886,Praia da Vitória Alameda Pires 909 9381-877,1991-06-15
130535902,536018417,André Pinheiro,919967850,Amarante Avenida Assunção 792 7014-431,1995-10-18
345811471,704987375,Emanuel de Tavares,954871329,Montijo Praça Nunes 93 9391-605,1978-03-19
253839101,640977611,Núria Nascimento,957381628,Amarante Largo do Cidral de Baixo 19 4188-982,1979-06-06
491855191,332058243,Bianca Simões,966220045,Aveiro Praça de Batista 484 6827-660,1980-03-03
999418025,673617785,Érica Nascimento,971322264,Portalegre Travessa de São João de Deus S/N 4271-540,1983-10-01
474347429,586166456,Rita-Kyara Freitas,965655444,Esmoriz Travessa Figueiredo 59 7111-315,1967-02-10
531954195,998796110,Ivo Lopes-Nogueira,934576656,Amadora Avenida de Vieira 26 2508-573,1983-08-04
937113630,567094352,Edgar Branco,901047168,Ponte de Sor Rua de Paiva Couceiro 53 0270-792,1999-07-17
724741446,132927652,Emma Jesus,903867384,Sacavém Av de Garcia 265 4972-571,2004-03-30
482171830,593326219,César Fonseca,937950182,Viana do Castelo Av Correia S/N 5492-376,1970-08-27
974300562,403468351,Matias Soares,938545559,Odivelas Av Madalena Miranda 87 8604-077,1967-01-02
729260818,853374782,Bernardo Torres,907639385,Porto Santo R. Melo 478 5067-471,2004-08-20
152258478,704373837,Luca do Gonçalves,928033988,Amarante R. do Evaristo 3 3177-716,1950-03-28
459192046,708198581,Valentina-Diana Branco,991245591,Vila Nova de Santo André Avenida de Vaz S/N 4748-148,1983-07-25
963469495,287334247,Filipa Loureiro,912538022,Vendas Novas R. de Montevideu 7 1343-852,1964-03-03
482478302,285361073,Enzo Neto-Pinto,903991870,Lourosa Alameda da Rainha D. Leonor 3 3560-683,1947-04-20
128319899,506253669,Micael da Pinho,988320996,Costa da Caparica Av Renata Alves 29 1085-937,1954-07-06
454740938,396983186,Sofia-Andreia Machado,900790663,Évora Largo Mara Carvalho 76 5707-432,1991-11-03
895659163,547963570,Ângelo Melo,966410561,Lagos Largo Velho do Outeiro 6 4575-300,1971-04-01
666569100,947320101,Gonçalo Leite,913570105,Almeirim Praça da Quinta de Santo António 495 8370-898,1967-11-24
981664606,680730405,Tomás Mota,931593086,Ponte de Sor Rua do Dr. Nuno Pinheiro Torres 15 5144-830,1987-07-08
462045352,322272682,Nicole Macedo,933573773,Marco de Canaveses Rua Wilson Amaral 678 8206-740,1968-12-16
890389215,149582613,Valentina do Ramos,968362592,Trofa Av Carneiro 91 3509-440,1960-05-25
512647747,985499053,Nelson Ribeiro,972611142,Mealhada Rua Camila Freitas 21 4301-924,1999-04-21
206618384,332620217,Joel de Araújo,953080372,Lisboa Largo de Maia 1 5745-150,1967-10-04
118343803,232266652,Naiara do Matos,923686034,Fiães Travessa Esteves 290 4639-266,1999-06-18
765030839,465227061,Gabriel Mota,974871209,São Salvador de Lordelo Av de Miranda 92 4446-402,1961-01-17
664836063,271724809,Artur Brito-Faria,994752947,Oliveira do Bairro Praça de Esteves S/N 0785-111,1973-12-11
140222054,492439620,Luciana de Loureiro,932906199,Viana do Castelo Avenida de Sá 914 7958-004,1948-10-14
302220596,973998148,Mafalda Azevedo,944477754,Barcelos Rua Barbosa 59 3286-192,1979-07-26
291088134,833526475,Vasco Sá,926422170,Tomar Alameda Jesus 173 1181-918,1953-10-30
407018310,947232713,Renata Sousa,906200637,Tondela Praça Kevin Pinheiro 73 8003-946,1964-07-07
945752106,262580626,Rafaela Carvalho,942811389,Marco de Canaveses R. de Neto 2 2710-530,2003-10-09
348480044,315550722,Vítor Soares,921285503,Rio Maior Av Associação Empresarial de Portugal 669 6753-489,1951-08-13
829322170,246931917,Francisco Marques,956212048,Lagos Rua Leonor Domingues 6 0375-472,1961-05-30
256441140,315815363,Bruno Pires,906172644,Santa Maria da Feira Largo de Pinho 323 7179-689,1984-11-10
972395638,852070447,Lisandro Pinheiro-Silva,964241990,Fiães Alameda Andrade 47 8019-313,1978-09-29
294771262,917956165,Patrícia Anjos-Domingues,942755503,Sines Rua das Pirogas 27 7509-626,1946-02-13
790484566,923624937,Artur Cardoso-Esteves,923187326,Amadora Largo Sabugosa S/N 7764-209,1955-05-24
782511894,755268312,Edgar Barros,951140006,Lourosa R. de Santana 8 3515-744,1994-11-01
498689672,541567466,Guilherme Torres,981238947,Ribeira Grande Alameda Machado 3 9125-085,1968-02-09
488273702,436619866,Inês Moura-Fonseca,922544952,Viana do Castelo Rua Alice Cruz 74 7144-301,1996-11-14
759536897,519585484,Lucas Lima-Baptista,983003802,Gondomar Avenida Associação Empresarial de Portugal 33 6428-727,2005-12-13
690264442,122649154,Mélanie Gaspar,946515401,Fundão R. de Figueiredo S/N 7886-270,1978-09-19
356753128,675341815,William Santos,959895561,Penafiel Praça de Fernandes 26 5437-065,2002-10-14
973987927,379910489,Márcio Carneiro,944111107,Anadia Praça Pereira 324 0318-589,1947-09-28
881752693,707234141,Francisca Henriques,964019505,Rebordosa Rua Matias Figueiredo 33 2654-042,1969-04-05
276275994,762975404,Daniela Marques,974207682,Portalegre Praça Assunção 97 0226-825,1958-04-30
609841947,126823999,Pedro Sá,935322629,Serpa Rua de Pinto 21 2422-828,1987-04-07
742274064,311430955,Diogo Reis,935082121,Barreiro Largo dos Moinhos 14 5295-734,1982-09-23
237289793,448231719,António Araújo,994520106,Pinhel Av Tomás Mendes S/N 4101-518,1989-08-03
980296064,863659732,Cláudio Jesus-Barbosa,934888873,Tarouca Av Gonçalo Nunes 53 1179-445,1950-10-29
283991465,567002764,Micael Cardoso,943453521,Agualva-Cacém R. de Barros 17 8705-713,1996-10-19
273922052,792054440,Alexandra Henriques-Santos,945012642,Leiria Travessa de Macedo 2 2128-429,1970-05-27
731668415,167585310,Sofia Paiva,953341413,Mangualde Rua Lara Marques 81 8427-440,1992-12-24
368262179,483185502,Ana da Oliveira,932730810,Portalegre Praça de Serrúbia 9 8613-742,1977-06-18
794701556,289233522,Alice do Machado,948119474,Santiago do Cacém Rua de Amaral 69 1845-163,1997-09-30
961669335,969882245,Maria Pereira,919947423,Braga Av do Levante 33 9050-025,2004-09-24
949695064,679835303,Pilar Mota-Batista,976297815,Caniço Travessa de Garcia S/N 6571-390,1999-06-04
331929092,319890983,Andreia Mendes,979117678,Caldas da Rainha Avenida de Machado 67 4718-346,1992-08-18
118183217,250529574,Benedita Vieira-Tavares,903128369,Almeirim R. de Magalhães S/N 6799-344,2003-04-26
693493177,184779002,Alice Maia,916604926,Sintra Alameda Sara Moreira 31 3330-374,1995-11-02
152150352,619629406,Salomé Guerreiro,977874605,Almada Av Matilde Almeida 31 6802-205,1958-07-11
696525690,238968577,Bruna Lopes,928398595,Matosinhos R. Jorge Guerreiro 84 1166-569,1962-01-23
189485883,536015875,Noa Pinho,909363911,Trofa Praça de Garcia 560 5572-990,1984-08-02
606974067,965585458,Jéssica-Érica Neves,950396866,Ponte de Sor Av Luca Macedo 8 3347-905,1991-07-01
763239923,146242484,Cláudio Barros-Carneiro,987419824,Esmoriz Praça das Andorinhas 44 8165-053,2003-11-12
179385532,295960138,Miriam Cruz,948660759,Sabugal Avenida de Borges 5 1966-649,1956-05-14
771090936,241765867,Fabiana-Lúcia Lourenço,968957225,Amarante Alameda de João Chagas 134 5624-281,1958-02-03
784364700,577442765,Tomás Amorim,946567145,Paços de Ferreira Rua da Ribeira 30 1112-232,1946-01-27
323228467,169644583,Beatriz Tavares,980992625,Lagos Alameda de Abreu 62 0599-710,1970-09-10
472140945,565350238,Gil Sousa,974312583,Alverca do Ribatejo Largo Júlia Costa 805 5152-970,1980-09-01
135807428,662996080,Igor Cunha,963029777,Paços de Ferreira Travessa de Rodrigues 48 9273-318,1995-06-03
853840568,889608165,Marcos da Pinheiro,925285754,Viseu Travessa Francisco Assunção S/N 5208-246,1977-05-27
220383279,345163992,Bryan Simões-Matos,914209105,Maia Rua de Nascimento S/N 3831-747,1988-09-11
764984726,977214488,Dinis Paiva,915948571,Covilhã Alameda Esteves 60 1745-719,1971-07-02
742336784,150155207,Tomé Mendes,924978404,Bragança Avenida de Mota 40 0213-113,1971-09-13
710429262,223792385,Simão Garcia,983392126,Esposende R. Pereira 49 8911-475,1982-10-24
655307920,291004580,Patrícia-Alice Maia,957816943,Viseu Alameda da Igreja 67 6895-877,1969-02-11
615622400,557921482,Emília Azevedo,924466528,Felgueiras Avenida do Paço 3 3691-494,1984-04-30
653420343,674424139,Luísa-Miriam Tavares,927797464,Esposende Alameda de Morais 83 4878-154,1996-07-17
572598406,890238971,Bernardo de Rocha,926420102,Santa Comba Dão Travessa de Costa 708 7624-532,1974-08-10
532875485,924527680,Sebastião Nogueira,963874464,Almada Alameda do Cantábrico 37 6233-660,1987-05-25
377142099,816017866,Francisca-Amélia Branco,903726257,Santa Comba Dão Praça do Beato 53 4058-981,1989-04-15
278767406,372917183,Hugo do Paiva,996655868,Lourosa Largo Diogo Gonçalves 92 0078-917,1946-06-26
231630696,272763561,Fernando do Andrade,974197533,Vizela Praça de Oliveira 678 0811-463,1989-09-21
939823212,451669409,Camila Almeida,941033276,Alcácer do Sal R. de S. João da Foz 958 7448-938,2001-05-16
624785345,238427005,Matilde Simões,977622976,Mealhada Travessa de Correia S/N 8116-630,1971-06-26
290946359,771643732,Leonor de Coelho,943244274,Seia Avenida de Ramos 93 2128-294,1979-08-05
832735210,895649581,Alexandre Baptista,965817155,Moura Rua de Amaral 909 5430-195,2003-12-11
467863355,841258581,Vítor Leite,999393002,Ribeira Grande Rua de Ribeiro 85 3798-511,1992-09-03
189941854,182417867,Flor Cunha-Maia,974425870,Pinhel Travessa de D. Afonso Henriques 73 9962-934,1983-09-12
442388941,836604884,Alexandre Figueiredo,963272791,Rio Maior Avenida Catarina Teixeira S/N 4834-608,1982-03-17
283638007,981575928,Martim Jesus,963296081,Faro Rua Fonseca 11 8453-856,1996-06-14
258767673,304597419,Mauro de Assunção,905450187,Montijo Avenida de Loureiro 30 6135-648,1961-02-13
734978848,620890967,Nair Matos,909040503,Serpa Av Francisco Correia 30 1631-923,1969-08-12
844588654,946590836,Denis Almeida,955576922,Amarante Alameda Professor José Conde 3 8814-997,2004-03-05
783230656,798164810,Luana da Vaz,956583166,Quarteira Travessa Vasco Guerreiro 65 1105-772,1949-04-01
583266723,119831025,Larissa Vieira,924609384,Mangualde Largo de Cartes 49 2758-844,1958-07-08
573321090,426231514,Lorena Teixeira,979955102,Beja Avenida Laura Domingues S/N 7319-257,1983-07-30
580085777,824460361,Mafalda Teixeira,974782408,Amarante Rua Valente S/N 3505-387,1972-08-18
182239525,589311382,Vasco Machado,941727618,Vizela Alameda Machado 95 0137-197,2003-05-26
140688339,313547640,Mélanie Alves,969989669,Viseu Avenida Macedo S/N 7185-878,1974-07-19
266709029,870820977,Íris Sá-Silva,983249957,Santo Tirso Avenida Helena Gonçalves 73 1240-046,1993-03-08
383145986,641609622,Letícia da Sousa,959414034,Peniche Av Noah Nascimento 25 4721-964,2004-05-01
333613273,318082549,Mauro Silva,912838656,Costa da Caparica Rua Raquel Machado 437 5904-480,2002-03-12
464605464,965498835,Raquel Maia,945682545,Loulé Travessa do Monte de S. João 23 8027-311,1962-12-21
279456909,264034741,Afonso Pereira,996956751,Macedo de Cavaleiros R. Carneiro 38 1636-321,1953-02-06
627505537,241055664,Mauro Nunes,999088775,Portalegre R. Eduarda Araújo 87 0624-495,1983-12-30
527141872,945227544,Núria Matos,981251601,Gouveia R. Eduardo Assunção 95 8442-444,2000-11-30
367285403,721348997,Alice-Érica Guerreiro,940165547,Portalegre Largo Moura 58 8732-745,2004-07-22
981485704,989007389,Gonçalo Domingues,940374587,Olhão Av Emanuel Barros 92 2958-411,1957-12-20
840873814,352872312,Salomé Assunção,911111510,Ílhavo Largo Xavier Amorim 10 3143-778,1980-07-13
501909526,426575295,Enzo do Almeida,969660248,Portimão Rua das Bolas 61 4028-223,1971-07-22
193738919,268508709,Sara Brito,942000275,Setúbal Alameda de Batista 37 9539-536,1950-12-20
721545160,318198571,Luna Lourenço,915221877,Guimarães Alameda Neves 76 7925-322,1982-12-25
577277970,938896433,Noa de Almeida,925175580,Macedo de Cavaleiros R. Loureiro 40 6404-486,1982-12-14
167746226,658940070,Teresa Rocha,993369466,Fafe R. de Esteves 61 2420-367,1951-09-12
824992695,976781676,João Gomes,943990466,Vila Nova de Foz Côa Travessa Isabel Ferreira 77 0219-955,1998-08-07
999963366,479261114,Mia Matos-Martins,941014228,Penafiel Praça de Gomes 224 7317-562,1988-08-24
145651878,405678892,Ivan Alves,943757252,Vale de Cambra Largo de Maia 44 3244-262,1969-11-16
887414494,681961690,Rodrigo Pinto,968203660,Costa da Caparica Travessa de Torres 97 5431-483,1949-04-20
702780528,271201110,Luciana-Carminho Faria,946499263,Sabugal Av do Dr. Nuno Pinheiro Torres S/N 2740-935,1963-10-14
137489265,621365661,Maria Anjos,967884658,Alcácer do Sal Largo do Viso 63 9643-621,1953-07-28
679457842,513341764,Lia Maia,902684362,Coimbra Largo do Aleixo 4 0805-099,1996-01-01
134124920,665775494,Patrícia da Pinheiro,996995585,Santa Comba Dão R. Maia 9 3572-326,1959-06-08
328547266,394733519,Francisca Almeida,922767225,Porto Santo R. Assunção 75 1591-096,1946-08-28
394471788,973706192,Salomé Figueiredo,912079636,Beja Travessa Campos 92 4744-940,1945-09-18
467682562,478990500,Camila Marques,961642556,Coimbra Alameda de Garcia 76 3438-179,1976-04-25
273352798,847894725,Álvaro Pinho,975789643,Vila Nova de Foz Côa Alameda Wilson Carneiro 69 7607-009,1962-05-09
932317537,215309211,Diana Morais-Oliveira,982512627,Sintra Av Vieira S/N 3150-297,1987-10-06
373488707,284419881,Cláudio Melo,947307641,Lisboa Av Frederico Matias 8 0315-208,1973-08-04
176883791,534386284,Luana de Macedo,980172447,Póvoa de Santa Iria Rua Érica Leite 83 0039-922,1970-10-28
400733512,766140610,Duarte de Magalhães,926248125,Rio Tinto Rua do Bolhão 48 9493-448,1970-11-27
721428393,554881992,Denis Vaz,993732694,Angra do Heroísmo Avenida Pupilos do Exército 994 6335-946,1957-02-20
327729326,880598346,Nelson Pinto,969754738,Rebordosa Travessa David Antunes 18 5941-831,1988-04-02
247094545,746243803,Sofia Cruz,901494373,Marco de Canaveses Praça Violeta Castro 5 0398-154,1997-04-22
123697133,342117654,Rui Guerreiro-Almeida,937487392,Gouveia R. Faria 39 1673-807,1956-05-20
782448894,431319068,Sebastião Tavares,945609265,Vendas Novas Alameda de Coelho 55 5976-274,1959-10-10
114220673,224003026,Afonso de Pacheco,924967983,Lisboa Largo Lourenço Neto 44 5094-127,1973-08-12
109209557,171955714,Emanuel Borges,957728189,Montemor-o-Novo Rua de Torres 21 5037-491,1963-01-25
281738232,230192218,João Gonçalves,918764432,Vila Nova de Famalicão Praça Herculano 31 7542-462,1977-04-27
125510819,521153588,Diana Freitas,988003870,Coimbra Avenida de Macedo 606 3654-405,1989-05-01
650307212,735676762,Gustavo Almeida,962552133,Leiria Alameda Henriques 87 1937-216,1947-06-04
103942235,293193902,Lia do Moura,934711797,Quarteira Av Renata Campos 73 8243-851,1977-03-20
714381320,790803368,Amélia Neto,971732228,Vila Real Av Noa Abreu 15 3846-650,1974-12-25
995096227,501739263,Anita Carneiro,934322092,Montemor-o-Novo Alameda de Mendes 32 5654-698,2001-01-15
793585285,999586093,Bruna Nascimento,931006853,Alcobaça Avenida de Lourenço 1 6855-289,1965-01-12
476306505,996933935,Jaime Cruz,922816153,Trofa Alameda de Ramalde 64 3362-822,1964-04-01
664814929,935430401,António Esteves,987348706,Oliveira do Hospital Rua Brito 92 3746-594,2003-08-15
464147603,698891270,Marco Jesus,917831234,Entroncamento Travessa do Borratém 369 4067-668,1960-10-08
129249963,393601312,Nicole Anjos,934948628,Lourosa Av Borges S/N 3460-082,1994-01-30
443326384,956531868,Emília-Soraia Guerreiro,916569879,Portimão Travessa de Guerreiro S/N 7730-112,1992-09-09
828105530,693675889,Catarina Paiva,990039638,Barcelos Travessa Maia S/N 0073-128,1958-01-14
753362591,366335854,Lúcia Lourenço,994399007,Trancoso Travessa de Nogueira 67 0087-216,1974-11-13
756313681,507358892,Denis Campos,916167960,Leiria Avenida Barbosa 7 1082-033,1981-09-12
491160928,959415182,Mara Nogueira-Simões,963760783,Vale de Cambra Alameda Luca Branco 61 2828-777,1946-08-20
856125703,706631322,Rafaela Almeida,922932205,Amadora Rua Wilson Soares 51 2696-369,1958-03-08
489215547,153899453,Guilherme Borges,975526939,Lagos Largo de Pires 99 0341-084,2005-05-20
783041848,246323798,Mara de Campos,917594561,Coimbra Avenida Vera Faria 12 3179-427,2003-02-17
519833103,851130060,Ângela-Luísa Abreu,909049781,Penafiel Travessa Ivan Esteves 32 9633-803,1982-04-29
664428487,467257086,Hugo Batista-Pinheiro,910503876,Alverca do Ribatejo Alameda Macedo 9 1889-016,2001-05-11
921865339,651549883,Joaquim Martins,937253537,Torres Novas Avenida de Sousa 34 6772-203,1997-06-20
139915168,177103351,Nicole-Iara Correia,983148157,Caniço R. de Amorim 50 0776-491,2004-07-12
496054004,292541970,Gil Ribeiro,993892704,Vila Nova de Famalicão Av das Mimosas 9 8228-988,1971-06-20
667902428,688392148,Caetana Faria,918214997,Leiria Praça Diana Alves 51 3922-168,1996-06-05
323111319,511922179,Isaac Moura,911263325,Santana Avenida Barros 6 1436-411,1963-03-12
692077589,999161388,Núria Amorim,983503715,Rebordosa Praça Santos 6 1492-590,2006-03-01
714189659,251732924,Leonardo Oliveira,973753419,Rio Tinto R. de Machado 55 4552-577,1968-11-22
728367184,310358534,Gonçalo de Fernandes,956350684,Figueira da Foz Alameda Pedro Teixeira 65 0110-474,1985-01-10
381194453,718865017,Nair Paiva-Miranda,910358419,São Salvador de Lordelo Av Mendes 196 7346-774,1998-11-23
617236306,557076192,Laura Nunes,921348902,Oliveira de Azeméis Avenida de Santo Estêvão 238 8384-987,1955-06-29
868932157,368430857,Emília Monteiro,920146941,Mêda Av de Reis S/N 7082-176,1954-01-10
363325847,221027496,Ivan Amorim,990084218,Montijo Av Carvalho 54 7773-900,1976-11-30
429165586,521320980,Érica Batista,968238647,Maia Avenida de Mendes 89 0961-701,1960-08-07
698530438,763493286,Cristiano Brito,904269342,Figueira da Foz Travessa de Monchique S/N 1828-224,1958-07-08
927588165,585744633,Anita Maia-Torres,960241188,Lixa Alameda Camila Tavares 7 2973-500,1966-03-17
814278892,745983347,Pilar Simões,904553272,Odivelas Rua do Carvão 178 7115-425,1951-01-28
946032341,849669805,Kyara Leal,933949111,Abrantes Largo Soares 642 0089-157,1999-09-02
909607296,503873384,Gustavo Brito,920986860,Gandra Av de Campolide 92 9472-841,1946-03-05
622040052,292777792,Caetana da Ramos,999233868,Costa da Caparica Avenida Sá 4 0890-393,1955-12-24
816011643,747148291,Violeta Carvalho,936417513,Peniche R. João Leite S/N 0238-835,1991-08-11
135613101,711091059,Artur Branco,968285759,Santana R. Leonardo Leal 8 0904-824,1971-09-03
975785058,543422718,Maria Anjos,904581158,Porto Santo Travessa de Amorim 263 5685-394,1958-11-18
940628168,994597702,Mauro Ribeiro,935674728,Vila Real Alameda do Monte Cativo 776 4201-835,2005-07-24
353789805,963281641,João Campos,929576363,Lamego Rua de São Lourenço 63 6212-131,1959-06-03
955758316,980310023,Sandro Alves,960762352,Portalegre Rua Sara Lopes 542 0642-554,1964-11-04
946542804,376642713,Jorge Macedo-Silva,978217286,Barreiro Largo Gonçalves S/N 7937-770,1968-05-03
545863437,363942996,Patrícia-Teresa Campos,980693897,Guarda Largo das Comunidades Portuguesas 6 6623-782,1972-09-18
881834368,766941791,Renata Nogueira-Loureiro,932253898,Agualva-Cacém R. de Augusto Gomes 20 6117-771,1978-09-06
470960674,234640184,Kévim Barbosa,978268726,Praia da Vitória Rua António Esteves 672 7059-484,1997-12-18
170440895,487854984,Nair Neves,982572892,Torres Novas Rua do Seabra 68 4810-675,1987-04-13
578946317,323689378,Filipa Reis,940811010,Vila Real de Santo António Largo Carneiro 69 9662-847,1988-02-06
466083365,812892491,Lorena Cardoso,922790876,Felgueiras Travessa Cruz S/N 1042-801,1966-04-25
153807464,598193323,Carlos Torres,935885765,Fafe Largo Coelho 91 4185-468,2005-07-20
978802995,691006134,Luna Pinto-Domingues,937781327,Santa Comba Dão Praça Luciana Ribeiro 1 6308-891,1959-12-30
166745043,160660997,Júlia-Leonor Figueiredo,977336246,Moura Alameda de Torres 72 4302-559,1947-01-06
995622719,353548328,Xavier Abreu,971975293,Alcácer do Sal Avenida Luana Fonseca 8 0319-983,1979-09-09
559548016,940908691,Violeta Lopes,977983632,Angra do Heroísmo Av Nascimento S/N 2779-857,2000-08-27
301134105,680460350,Catarina Ribeiro,921789487,Porto Travessa de Coelho S/N 8379-196,1982-02-04
842436871,673733600,Nair da Antunes,920418167,Odivelas Alameda de Domingues 116 2958-512,1979-10-24
569972851,791470511,Alexandra Anjos,921568301,Cartaxo Avenida da Música 37 8482-442,1953-10-07
591615248,809639981,Gaspar de Anjos,942168991,Rio Maior Avenida do Ouro 92 3530-771,1976-01-29
198319725,649527153,Bárbara Araújo-Gaspar,943336866,Costa da Caparica Rua Magalhães 366 9029-475,1983-04-22
346716140,278952579,Gaspar Azevedo,914607143,Lisboa R. de Abreu 34 3320-608,2006-03-16
330019092,592296694,Marcos Abreu,901548695,Setúbal Avenida Teixeira 770 3698-380,1998-03-17
777211263,998111590,Igor Barbosa,938917180,Serpa Travessa de Castro 2 5967-967,1995-01-18
561502568,263721259,Carminho-Eduarda Cruz,961248494,Tavira Rua Paiva 7 3239-607,1981-04-29
623738950,815941703,Mélanie Ramos,996105010,Marco de Canaveses Alameda Ricardo Torres S/N 3174-701,1995-05-30
702763537,619620113,Salomé Vicente,965883290,Santiago do Cacém Av Santiago Monteiro 2 5914-579,1958-10-29
180889564,425144639,Vítor Moura,946610670,Vendas Novas Praça de Rodrigues S/N 9590-650,1967-12-21
972429002,552141492,Márcio de Matos,997700949,Braga Avenida de Leal 61 5459-939,1951-05-08
250773398,105860990,Mara Cunha,938131110,Lourosa Alameda Carvalho 23 8259-851,1995-02-05
266040771,279273585,José Brito,978727848,Matosinhos Travessa de Vieira 30 5949-736,1957-04-12
116524867,538659370,Íris-Luciana Faria,963306250,Abrantes Travessa dos Mártires da Pátria 47 6617-906,1967-10-05
807614265,234181996,Renata Ramos,981566958,Olhão Avenida Benedita Batista 6 6235-859,2004-09-07
869069961,651113798,Nair Barros,996677003,Seixal Rua de Lourenço S/N 4776-253,1951-08-10
819167593,772786113,Álvaro de Gomes,952509369,Mealhada Largo de Pires 52 0778-258,1959-07-30
186434494,722106747,Filipe Brito,975941158,Valpaços Avenida Diana Brito 75 9130-221,1999-06-13
200655823,171120204,Lara Borges,930903751,Peniche Travessa de Anjos 48 7832-474,1947-12-20
220512718,961865919,Afonso Nascimento,940122552,Valbom Rua Vicente Branco 5 5039-101,1968-01-13
651367054,736343930,Gabriela Campos-Alves,913368565,Mêda Alameda Hugo Miranda 662 6347-214,1945-08-09
459383904,375929552,Luciana Pinto,932926824,Santo Tirso Rua de São Vicente 93 9390-856,1956-02-16
995291685,446950392,Flor Coelho,938812217,Ponte de Sor Avenida Jorge Reis 98 6679-446,1997-10-24
138216767,305875884,Larissa Magalhães,970747372,Oliveira de Azeméis Rua de Cláudio Carneiro 33 0193-771,1997-10-04
341398570,457924520,Samuel Cunha,913393076,Mealhada Travessa Matias 40 2404-566,1992-10-15
824094510,721408820,Alícia de Guerreiro,946605477,Sabugal Travessa dos Bacalhoeiros 38 9406-113,1969-05-28
164598324,655650924,Isabel Pinho,933150336,Figueira da Foz Largo Domingues 3 3423-566,1980-01-04
300765250,602694952,Noah de Coelho,900320382,Oliveira de Azeméis Avenida dos Argonautas 66 0032-902,1996-08-11
782629305,180607021,Alexandre de Baptista,937092414,Amora Alameda Alícia Coelho 8 9280-157,1956-08-29
573623103,437034753,Amélia Maia-Abreu,995714284,Braga Largo Igor Fonseca 54 5359-180,1963-09-17
925301471,610919964,Mara Mendes,904782408,Leiria Av Bianca Barbosa 78 0247-750,1960-05-23
233613334,673197887,Leonardo Costa,946389980,Santa Comba Dão Praça de Ramos 48 0687-229,1963-07-08
444869677,295370937,Eduarda Azevedo,904846735,Gafanha da Nazaré Avenida de Maceda 50 5410-589,2001-12-31
740250110,362728402,Violeta Ferreira,934296271,Valongo Largo de Amorim S/N 0005-457,1989-11-23
428532503,757778698,Teresa Domingues,917961577,Torres Novas R. Isabel Morais 46 7271-151,1953-03-11
957349037,663794932,Flor-Amélia Cunha,911690629,Gandra R. do Bom Sucesso 32 8904-406,1955-02-27
956236716,727884518,Camila Figueiredo,987421189,Mêda Rua Simão Machado 4 1957-546,1968-11-28
600493705,662726438,Lisandro Pires-Lourenço,994640860,Rebordosa Rua de Sousa 2 9272-682,1966-09-20
100273400,873550672,Ema da Pinto,996859841,Aveiro Largo Constança Cunha 52 7083-782,1945-12-18
390718695,268587539,Joel Leal,982653624,Angra do Heroísmo Praça de Castro 96 6190-968,1991-06-17
680738229,512637151,Helena Moura,939417196,Gafanha da Nazaré Praça Cardoso S/N 1335-127,1989-05-28
497785947,432201523,Joel Oliveira,925133553,Mêda Alameda Ricardo Paiva 7 1893-847,1984-07-10
137067044,952698519,Simão Assunção-Mota,959544638,Ponta Delgada R. da Rua Duque de Palmela 32 6570-492,1999-11-28
938282425,841695669,Andreia Ribeiro,928781978,Vila Nova de Gaia Rua de Rocha S/N 2993-924,1976-08-30
440868246,271144942,Valentina Moreira,951074987,Angra do Heroísmo Avenida de Luiz I 46 2508-852,1969-05-11
392910709,109145416,Anita Araújo,908658250,Braga Praça Campos 83 5511-742,2004-12-08
247347369,102237245,Débora Pires,913306360,Aveiro Rua de Leal 51 9381-764,1992-02-14
809084113,260822894,Emanuel Ribeiro-Martins,916733828,Costa da Caparica Praça de Guerreiro 4 3944-549,1981-06-15
207096746,173275625,Noah Leite,980228981,Loures Praça Beatriz Amaral 244 2716-036,1955-03-19
587689183,733171418,Débora Barros,986474207,Oliveira do Hospital Travessa Mara Santos 58 2305-832,1979-04-01
231665076,753580199,Iara Garcia,905143642,Vendas Novas Praça Rocha 223 3101-754,1970-11-12
706618992,504787626,Bernardo Pacheco,990006591,Esmoriz Praça Ângela Jesus 11 5666-875,2004-01-28
663275373,904445301,Ivan Borges,906222649,Funchal Alameda Esteves 16 2231-223,1989-03-07
560456831,211758789,Carolina Cunha,987064163,Anadia Praça de Pacheco 71 1675-481,2005-07-01
347194732,270162514,Samuel Brito,999947704,Entroncamento Avenida do Tijolo 94 2088-902,1953-11-25
381611586,496258981,Fabiana Rodrigues,902412055,Angra do Heroísmo Praça Oliveira 4 1525-740,1975-10-20
712053523,981757438,Vasco Freitas,978420197,Gandra Avenida de Neptuno 61 1283-688,1979-12-21
931898942,623422604,Matias Mendes,994267019,Porto Praça do Moreda 84 3305-436,1971-02-25
865514683,198889308,Alice-Nádia Alves,993227398,Felgueiras R. Amélia Branco S/N 6033-595,1974-05-04
293482938,892899060,Letícia-Beatriz Alves,991269121,Sintra Rua de Costa 52 0828-710,1989-09-02
248783800,511461696,Xavier Teixeira,955303159,Freamunde Avenida Erica Morais 2 2092-081,1980-12-13
